book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
9675,705991,40,9780553580330,Brian Herbert - Kevin J. Anderson,2001,Dune: House Corrino,eng,3.64,11947,179,https://images.gr-assets.com/books/1298689043m/20252.jpg
8009,1208431,19,9780060594770,Iris Rainer Dart,1985,Beaches,eng,4.14,12670,179,https://images.gr-assets.com/books/1490973062m/1219954.jpg
9161,2902199,16,9781421500620,Bisco Hatori,2004,桜蘭高校ホスト部 3,eng,4.44,12913,179,https://images.gr-assets.com/books/1393731667m/1087205.jpg
5872,14637456,33,9780142196590,Charles Dickens,,A Tale of Two Cities / Great Expectations,en-US,3.98,15072,179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7410,2317232,39,9780671729390,V.C. Andrews,1986,Dark Angel,eng,3.96,15364,179,https://images.gr-assets.com/books/1322289444m/397466.jpg
9019,1023122,20,9780886779060,Tad Williams,1999,Mountain of Black Glass,en-US,4.04,12284,178,https://images.gr-assets.com/books/1309992323m/10090.jpg
5716,756454,25,9780151189790,T.S. Eliot,1963,Collected Poems 1909-1962,eng,4.29,17768,178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2753,115766,4,9781400054340,Ina Garten - Quentin Bacon,2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,4.16,32744,178,https://images.gr-assets.com/books/1320557161m/120230.jpg
7361,1819204,13,9781598163220,Yuna Kagesaki,2003,Karin,eng,3.99,13200,177,https://images.gr-assets.com/books/1404303540m/1819632.jpg
6144,34479,4,9780413772190,Stephen Briggs - Terry Pratchett,1995,Interesting Times,eng,4.10,19230,176,https://images.gr-assets.com/books/1387302457m/34508.jpg
9877,16179287,46,,Roger Zelazny,1985,Trumps of Doom,eng,4.06,11798,175,https://images.gr-assets.com/books/1418027077m/536790.jpg
7420,276206,16,9781591822360,Mia Ikumi - Reiko Yoshida,2003,東京ミュウミュウ (Tokyo Mew Mew) 1,en-US,3.95,13450,175,https://images.gr-assets.com/books/1371146694m/284698.jpg
4709,3080688,17,9780395137210,Bernard Waber,1965,Lyle - Lyle - Crocodile (Lyle the Crocodile),eng,4.13,24407,175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8484,1889,27,9780142401450,Brian Jacques,1996,The Pearls of Lutra,,3.99,16306,174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9798,262983,25,9781591164430,Tite Kubo,2002,BLEACH―ブリーチ―　3,eng,4.31,11555,172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7622,127755,11,9780679724630,Friedrich Nietzsche - Walter Kaufmann - R.J. Hollingdale,1887,On the Genealogy of Morals / Ecce Homo,en-US,4.14,11940,172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7014,99258,11,9781563896170,Garth Ennis - Steve Dillon - John McCrea,2000,Preacher - Volume 8: All Hell's a-Coming,eng,4.33,14514,172,https://images.gr-assets.com/books/1309916812m/102955.jpg
3226,16334474,28,9780062113930,L.J. Smith - Kevin Williamson - Julie Plec,2011,The Ripper,,4.22,27795,172,https://images.gr-assets.com/books/1314846147m/11401915.jpg
9435,1141200,29,9780670913500,Lynley Dodd,1983,Hairy Maclary from Donaldson's Dairy,eng,4.28,11285,171,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4180,3350842,11,9780395416690,Harry Allard - James  Marshall,1982,Miss Nelson Is Back,en-US,4.33,26370,171,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9919,748381,22,9780140344430,Barthe DeClements,1981,Nothing's Fair in Fifth Grade,,3.94,10633,170,https://images.gr-assets.com/books/1458976419m/762288.jpg
9660,2732008,10,9781401203500,Darwyn Cooke - Dave Stewart - Jared K. Fletcher,2004,DC: The New Frontier - Volume 1,eng,4.17,9632,169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9800,617184,5,9780735814870,Loek Koopmans - Charles Perrault - Anthea Bell,1812,Cinderella,eng,4.22,9842,169,https://images.gr-assets.com/books/1393792231m/209631.jpg
8482,2772968,25,9780345491140,Todd J. McCaffrey,2008,Dragonheart (Dragonriders of Pern),,4.14,11869,169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9071,310738,33,9780749732100,Enid Blyton,1946,The Folk of Faraway Tree,eng,4.32,12578,169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7832,1800811,11,9780848809970,T.S. Eliot,1915,The Love Song of J. Alfred Prufrock and Other Poems,eng,4.32,15149,169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2797,2094829,50,9780847826470,Umberto Eco - Girolamo De Michele - Alastair McEwen,2004,Storia della bellezza,eng,3.77,34445,169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9988,1383130,44,9780674017730,John Rawls,1971,A Theory of Justice,eng,3.91,9108,168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9764,1807840,58,9780553283940,Frederick Forsyth,1989,The Negotiator,eng,3.95,9227,168,https://images.gr-assets.com/books/1320493289m/109510.jpg
8451,27340,35,9780805423520,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds,,4.45,10391,168,https://images.gr-assets.com/books/1266101982m/26661.jpg
8906,2854559,27,9780486287590,Jonathan Swift,1729,A Modest Proposal and Other Satirical Works,eng,4.04,12988,168,https://images.gr-assets.com/books/1264316062m/2677.jpg
6498,558538,6,9780307119390,Mercer Mayer,1983,I Was So Mad (Look-Look),en-GB,4.21,15492,167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7998,168933,45,9780395755310,Carl R. Rogers - Peter D. Kramer,1961,On Becoming a Person:  A Therapist's View of Psychotherapy,,4.11,10370,166,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8787,1193896,26,9780142501080,Brian Jacques,1998,Marlfox,,3.99,13974,166,https://images.gr-assets.com/books/1311702426m/7999.jpg
5573,2758130,25,9780061093330,Anne Rivers Siddons,1998,Low Country,eng,3.96,16586,166,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8829,9813429,25,9780451190530,Stephen King,1996,The Green Mile - Part 2: The Mouse on the Mile,eng,4.47,12569,165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9371,801181,25,9780142501090,Brian Jacques,1999,The Legend of Luke,,3.99,13412,165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5957,43289,34,9780553563730,Raymond E. Feist,1992,The King's Buccaneer,en-US,3.99,18177,165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5510,105673,8,9780836220630,Gary Larson,1984,The Far Side Gallery,eng,4.42,20119,165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2892,251371,21,9780618164420,Margret Rey - H.A. Rey,1969,The Complete Adventures of Curious George,,4.23,39802,165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1687,551,18,9780575070710,Frank Herbert,1977,The Great Dune Trilogy,en-GB,4.35,52082,165,https://images.gr-assets.com/books/1419962914m/53764.jpg
7965,939528,19,9780451209140,Terry McMillan,1989,Disappearing Acts,eng,4.21,11582,164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9622,2568912,36,9780345483900,Terry Brooks,2003,High Druid of Shannara - vol. 1: Jarka Ruus,eng,3.96,11895,164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7406,1145033,9,9781421501210,Matsuri Hino,2002,めるぷり メルヘン☆プリンス 1,eng,4.14,14467,164,https://images.gr-assets.com/books/1324321395m/1157452.jpg
7519,891324,24,9780345418520,Piers Anthony,1981,Centaur Aisle (Xanth - #4),,3.77,16530,164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6112,1228514,25,9780618083600,Dian Fossey,1983,Gorillas in the Mist,en-US,4.16,16880,164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5439,944896,20,9780671664270,Neil Gaiman,1987,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,eng,4.31,18751,164,https://images.gr-assets.com/books/1328797053m/79257.jpg
9416,220153,12,9780743496970,Cara Lockwood,2003,I Do (But I Don't),,3.66,9388,163,https://images.gr-assets.com/books/1480111926m/227280.jpg
9746,919688,6,9780394823960,Dr. Seuss - Theo LeSieg - Roy McKie,1972,In a People House,eng,4.13,12178,163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6240,13649393,38,9781571741040,Neale Donald Walsch,1996,Conversations with God - an uncommon dialogue - book 3,eng,4.18,12866,163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8317,521922,36,9780786901890,Margaret Weis - Tracy Hickman,1995,Dragons of Summer Flame,eng,3.84,13074,163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5168,60677,35,9780786901650,R.A. Salvatore,1993,Siege of Darkness,en-US,4.15,19398,163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8578,1672323,25,9780064440010,Russell Hoban - Lillian Hoban,1970,A Bargain for Frances,eng,4.25,13323,162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3137,201738,45,9781857239010,Terry Brooks,1993,The Talismans of Shannara,eng,4.01,33753,162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7015,3252850,7,9781880418730,Stephen King - Michael Whelan,2008,The Little Sisters of Eluria,eng,4.24,14401,161,https://images.gr-assets.com/books/1328794822m/6356190.jpg
9626,978454,11,9781563896280,Warren Ellis - Darick Robertson - Rodney Ramos - Keith Akin,2000,Transmetropolitan Vol. 4: The New Scum,eng,4.41,11780,160,https://images.gr-assets.com/books/1452027299m/22421.jpg
5828,14175566,2,9781848764570,R.D. Ronald,2010,The Elephant Tree,eng,3.52,15558,160,https://images.gr-assets.com/books/1327248026m/9293020.jpg
6408,989251,5,9781421505760,Kiyoko Arai,2004,ビューティーポップ 1 [Byūtī poppu 1],eng,4.15,16268,160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4914,2221191,35,9781560768810,R.A. Salvatore,1992,Starless Night (Legacy of the Drow #2),en-GB,4.12,20277,160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4035,7619,4,9780609602200,Ina Garten - Melanie Acevedo,1999,The Barefoot Contessa Cookbook,en-GB,4.21,22566,160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7712,2127653,11,,Maki Minami,2003,スペシャル·エー,ind,4.18,15289,159,https://images.gr-assets.com/books/1408207157m/2122216.jpg
8430,746005,18,9781400031600,Michael Frayn,1982,Noises Off,,4.18,12897,158,https://images.gr-assets.com/books/1320486520m/160194.jpg
5147,1844901,37,9780006497010,Raymond E. Feist,1995,Rise of a Merchant Prince,,4.02,21975,158,https://images.gr-assets.com/books/1360282060m/43917.jpg
9601,155647,6,9781563893160,Alan Moore - Curt Swan - George P�rez - Kurt Schaffenberger,1985,Superman: Whatever Happened to the Man of Tomorrow?,eng,4.14,10501,157,https://images.gr-assets.com/books/1308365122m/161275.jpg
8202,197439,28,9781591163600,Masashi Kishimoto,2000,Naruto - Vol. 05: Exam Hell (Naruto - #5),eng,4.44,13313,157,https://images.gr-assets.com/books/1435524968m/204045.jpg
7464,2971091,27,9780786914040,R.A. Salvatore,1999,The Spine of the World (Paths of Darkness #2),en-US,3.89,13409,157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9103,2587875,51,9781857231040,Terry Brooks,1987,Wizard at Large ,,3.81,13687,157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6347,231888,8,9780307118390,Mercer Mayer,1977,Just Me and My Dad (Look-Look),en-US,4.19,16356,157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8880,23446,12,9781563897220,Warren Ellis - Darick Robertson - Rodney Ramos - Patrick Stewart,2001,Transmetropolitan - Vol. 5: Lonely City,eng,4.40,11045,156,https://images.gr-assets.com/books/1374683445m/22420.jpg
7408,1312136,10,9780823404420,Janet Stevens - Hans Christian Andersen,1835,Prinsessen på ærten,,4.10,14867,156,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5339,437777,12,9781591167530,Yoshihiro Togashi - 冨樫 義博,1998,Hunter × Hunter #1,eng,4.43,18401,156,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3275,21457576,11,9780439682590,J.K. Rowling - Mary GrandPr�,2003,Harry Potter Boxed Set - Books 1-5 (Harry Potter - #1-5),eng,4.77,33424,156,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8491,2990120,34,9780345397680,Terry Brooks,2001,Antrax,eng,3.94,13617,155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7258,19075137,40,9780886775990,Tad Williams,1993,To Green Angel Tower (Siege),en-US,4.18,15138,154,https://images.gr-assets.com/books/1309992858m/795034.jpg
9983,8097499,16,9782849659270,Kazue Kato,2009,Blue exorcist - Tome 2,fre,4.48,9859,153,https://images.gr-assets.com/books/1278403940m/8539798.jpg
9852,3248998,67,9780752858650,Robert Ludlum,1971,The Scarlatti Inheritance,,3.82,10632,153,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8221,1017679,19,9780811209590,William Carlos Williams - Charles Tomlinson,1949,Selected Poems,,4.15,12108,153,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6581,106946,35,9780786907500,R.A. Salvatore,1993,Passage to Dawn,eng,4.07,15492,152,https://images.gr-assets.com/books/1312023199m/111023.jpg
9228,10011055,7,9780545140970,Jeff Smith - Thomas E. Sniegoski - Steve Hamaker,2010,Bone: Tall Tales,eng,4.38,9151,151,https://images.gr-assets.com/books/1328839454m/7894870.jpg
8179,7786,38,9781861977170,Tom Peters - Robert H. Waterman Jr.,1982,In Search of Excellence,,3.91,10121,151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8281,811223,75,9780553264910,Frederick Forsyth,1979,The Devil's Alternative,,4.00,10636,151,https://images.gr-assets.com/books/1333578726m/825473.jpg
7531,682496,10,9781421511830,Arina Tanemura,2005,紳士同盟† 1,eng,3.96,13431,150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7820,17405,21,9780345418550,Piers Anthony,1982,Night Mare (Xanth - #6),,3.81,15916,150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9975,835285,40,9781857236650,David Gemmell,1985,The King Beyond the Gate,eng,4.12,10307,149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6361,170846,22,9780836213130,Bill Watterson,1996,There's Treasure Everywhere: A Calvin and Hobbes Collection,eng,4.74,17285,149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9210,190629,15,9780394800520,P.D. Eastman,1968,The Best Nest,en-US,4.19,12032,148,https://images.gr-assets.com/books/1320398047m/160988.jpg
6452,1751547,12,9781427803190,Tachibana Higuchi - 樋口 橘,2003,学園アリス１,eng,4.23,15497,148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8185,2419073,35,9780345435750,Terry Brooks,2002,Morgawr ,eng,3.96,13525,147,https://images.gr-assets.com/books/1341521219m/15559.jpg
6438,18633756,5,9781559360740,Tony Kushner,1993,Angels in America - Part Two: Perestroika,en-US,4.26,16565,147,https://images.gr-assets.com/books/1354209700m/92254.jpg
5203,418831,37,9780345383270,David Eddings,1992,Domes of Fire,,3.98,23079,147,https://images.gr-assets.com/books/1388212602m/651260.jpg
3266,4684374,14,9784088745530,Masashi Kishimoto,2008,NARUTO -ナルト- 巻ノ四十三 ,jpn,4.57,26971,147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4136,7606,5,9781400082540,Rachael Ray,2005,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),,3.68,21631,146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7645,2758207,29,9780515121490,Steve Martini,1997,The List,eng,3.95,11850,145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7060,325931,3,9780307354170,Martha Stewart,2007,Everyday Food: Great Food Fast,eng,3.93,11973,145,https://images.gr-assets.com/books/1320479731m/335459.jpg
4177,746296,7,9780307119410,Mercer Mayer,1983,Just Go to Bed,en-US,4.22,24471,145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5718,1597219,77,9780786834270,Walt Disney Company - Ellen Titlebaum,2002,Beauty and the Beast,,4.39,15565,144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8571,20777,13,9780394584040,Marcella Hazan - Karin Kretschmann,1992,Essentials of Classic Italian Cooking,,4.26,10878,143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7118,3082278,33,9780345418490,Stephen R. Donaldson,1983,The White Gold Wielder,eng,4.01,15569,143,https://images.gr-assets.com/books/1329385743m/228992.jpg
8560,106848,16,9780757303340,William Arntz - Betsy Chasse - Mark Vicente,2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,,4.25,10033,142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6311,1377688,32,9781416927880,Marguerite Henry,1963,Stormy - Misty's Foal,eng,4.06,17838,142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9147,9813531,25,9780451190540,Stephen King,1996,The Green Mile - Part 3: Coffey's Hands,eng,4.50,12698,141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8371,9813490,25,9780451190550,Stephen King,1996,The Green Mile - Part 4: The Bad Death of Eduard Delacroix,eng,4.52,13446,141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6845,252258,20,9780553573250,Margaret Weis - Tracy Hickman,1994,The Seventh Gate,en-US,4.09,15524,141,https://images.gr-assets.com/books/1327837380m/28483.jpg
3716,4724052,6,9780345506400,Dean Koontz - Kevin J. Anderson - Chuck Dixon - Brett Booth,2008,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),eng,4.09,25399,141,https://images.gr-assets.com/books/1320410883m/4673605.jpg
8798,469830,14,9780449138240,Gary Brandner,1977,The Howling,eng,3.92,10599,140,https://images.gr-assets.com/books/1285664467m/481462.jpg
4519,175757,40,9780451460290,Diana L. Paxson - Marion Zimmer Bradley,2004,Ancestors of Avalon ,eng,3.89,22025,140,https://images.gr-assets.com/books/1311305924m/181886.jpg
2176,635362,4,9780807218730,Dr. Seuss - Various,2003,The Cat in the Hat and Other Dr. Seuss Favorites,,4.41,46312,140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9730,472487,8,9781421512020,Bisco Hatori,2001,千年の雪 - 1,en-US,4.04,11359,138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6744,2971058,26,9780786913890,R.A. Salvatore,1998,The Silent Blade (Paths of Darkness #1),en-US,4.10,15240,138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6776,618823,25,9780786931380,Richard A. Knaak,1988,The Legend of Huma (Dragonlance: Heroes #1),en-US,4.03,15616,138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6284,1209968,27,9780553561400,Margaret Weis - Tracy Hickman,1992,Serpent Mage,eng,4.06,18051,138,https://images.gr-assets.com/books/1327837018m/28507.jpg
8027,959019,37,9781576739750,Bruce H. Wilkinson - David Kopp,2001,Secrets of the Vine: Breaking Through to Abundance,en-US,4.13,10262,137,https://images.gr-assets.com/books/1335813686m/974122.jpg
9906,2902197,16,9781421501920,Bisco Hatori,1999,桜�,eng,4.45,11392,137,https://images.gr-assets.com/books/1416398307m/1087207.jpg
5873,2170403,43,9780671792800,Stephen R. Covey,1991,Principle Centered Leadership,en-US,4.07,13377,137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5291,2389949,14,9781569314070,Yuu Watase - Yuji Oniki,1992,ふしぎ遊戯 1,eng,4.08,18950,137,https://images.gr-assets.com/books/1459065488m/568592.jpg
3944,463514,13,9781591827990,Yukiru Sugisaki,1997,ディー・エヌ・エンジェル 1,en-US,4.01,25424,137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9536,45977,12,9781598160240,Natsuki Takaya - Alethea Nibley - Athena Nibley,2004,フルーツバスケット 15,en-US,4.45,13020,136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7253,409548,34,9780345418470,Stephen R. Donaldson,1982,The One Tree,eng,3.96,15334,136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5577,1468864,25,9780446324820,Frank De Felitta,1975,Audrey Rose,,3.86,17888,136,https://images.gr-assets.com/books/1344267955m/455764.jpg
4053,135094,4,9780736423120,Al Dempster - Milt Banta - Golden Books - Walt Disney Company,1948,Three Little Pigs (Little Golden Book),,4.19,25545,136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3181,1166071,46,9780155050910,Helen Gardner - Fred S. Kleiner - Christin J. Mamiya,1926,Art Through the Ages ,eng,3.84,26181,136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8533,147818,6,9780688044020,Rose Levy Beranbaum - Maria Guarnaschelli - Vincent Lee - Manuela Paul - Dean G. Bornstein,1988,The Cake Bible,,4.20,9413,135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9737,1181789,16,9780451452310,Grant Naylor,1990,Better Than Life,eng,4.05,10069,135,https://images.gr-assets.com/books/1301794541m/73051.jpg
7030,1265950,24,9780786932280,R.A. Salvatore,2003,The Lone Drow,en-US,4.15,13780,135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9744,1206964,9,9780064404780,Roger Lea MacBride - David Gilleece,1993,Little House on Rocky Ridge,en-US,3.83,14248,135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6732,377847,88,9783704313170,Alexandre Dumas,1862,Robin Hood - le prince des voleurs,eng,4.00,15152,135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7951,334487,23,9780307021110,Kathryn Jackson - Byron Jackson - Gustav Tenggren,1947,The Saggy Baggy Elephant (Little Golden Book),eng,4.06,15397,135,https://images.gr-assets.com/books/1320481063m/825576.jpg
8004,278812,13,9781931514800,Masami Tsuda - Darcy Lockman - Jack Niida,1996,彼氏彼女の事情 #1,en-US,3.96,13009,134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4533,1047993,59,9781591141270,Stephen Coonts,1986,Flight of the Intruder,eng,4.04,22410,134,https://images.gr-assets.com/books/1327959569m/377425.jpg
3735,14011,14,9780452253800,Stephen King - Bernie Wrightson - Michele Wrightson,1982,Creepshow,en-US,4.06,28429,134,https://images.gr-assets.com/books/1332002598m/11580.jpg
636,16187316,14,9780316134120,Mark Cotta Vaz,2011,The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion - #4),eng,4.30,188274,134,https://images.gr-assets.com/books/1327904795m/11260526.jpg
7677,178465,6,9780618443370,Dorie Greenspan - Alan    Richardson,1980,Baking: From My Home to Yours,en-US,4.18,11686,133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5802,172538,8,9780856761220,Joseph Kesselring,1939,Arsenic and Old Lace,,4.14,20717,133,https://images.gr-assets.com/books/1319500896m/178599.jpg
5212,39853,1,9781401307930,Danny Gregory,2005,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,,3.93,18139,132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9497,124782,18,9780373250110,Melissa Senate,2001,See Jane Date,,3.49,9427,131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9814,501182,22,9780553298020,Kevin J. Anderson,1994,Star Wars: The Jedi Academy Trilogy - Volume III - Champions of the Force,eng,3.67,10910,131,https://images.gr-assets.com/books/1327008722m/513207.jpg
6908,680939,54,9780752858520,Robert Ludlum,1984,The Aquitaine Progression,eng,3.90,14718,131,https://images.gr-assets.com/books/1408931400m/31268.jpg
5208,3288384,2,9781600610870,Danny Gregory,2008,An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists - Illustrators And Designers,,3.72,15602,131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4962,19146744,4,9781846247190,R.D. Ronald,2012,The Zombie Room,eng,3.61,17539,131,https://images.gr-assets.com/books/1348552492m/13568322.jpg
4785,437807,14,9780064301380,Robert Henri - Forbes Watson - Margery A. Ryerson,1929,The Art Spirit: Notes - Articles - Fragments of Letters and Talks to Students - Bearing on the Concept and Technique of Picture Making - the Study of Art Generally - and on Appreciation (Icon Editions),eng,3.87,16547,130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9343,1098573,2,9780312875050,Robert Jordan,1990,The Wheel of Time: Boxed Set  (Wheel of Time - #1-8),,4.37,9139,129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
